1663208385.116169 tcp   SYN-SENT 0      1               192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,984ms,0) uid:20001 ino:871592 sk:1c11 1663208385.116239 	 olia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:12977124 lastrcv:12977124 lastack:12977124 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                          
1663208386.608118 tcp   ESTAB    0      179928 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c1c 1663208386.608128 	 ts sack olia wscale:7,7 rto:232 rtt:31.056/0.114 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:126 ssthresh:125 bytes_sent:7768584 bytes_retrans:361284 bytes_acked:7231657 segs_out:5446 segs_in:1861 data_segs_out:5444 send 46349304bps lastrcv:1424 pacing_rate 55617592bps delivery_rate 45361136bps delivered:5069 busy:1388ms sndbuf_limited:848ms(61.1%) unacked:123 retrans:0/253 rcv_space:14280 rcv_ssthresh:64108 notsent:4284 minrtt:30.23                     
1663208386.608138 tcp   ESTAB    0      115668          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,072ms,0) uid:20001 ino:871593 sk:1c1d 1663208386.608148 	 ts sack olia wscale:7,7 rto:232 rtt:30.721/0.113 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:81 ssthresh:80 bytes_sent:5113497 bytes_retrans:239904 bytes_acked:4757926 segs_out:3594 segs_in:1246 data_segs_out:3591 send 30120895bps lastrcv:1452 pacing_rate 36144040bps delivery_rate 30047536bps delivered:3343 busy:1420ms sndbuf_limited:1252ms(88.2%) unacked:81 retrans:0/168 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.097                                   
1663208386.608158 mptcp ESTAB    0      251328          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,068ms,0) uid:20001 ino:871592 sk:1c16 1663208386.608168 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:ad                                                                                                                                                                                                                                                                                                                                                                                                          
1663208386.608181 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f1:55315 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,1.584ms,1) uid:20001 ino:871593 sk:1c17 1663208386.608197 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:1                                                                                                                                                                                                                                                                                                                                                            
1663208386.608277 mptcp SYN-SENT 0      1      192.168.10.2%enp6s0f0:49651 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,1.584ms,1) uid:20001 ino:871593 sk:1c18 1663208386.608287 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:1                                                                                                                                                                                                                                                                                                                                                            
1663208386.608297 mptcp ESTAB    0      192780 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,072ms,0) uid:20001 ino:871593 sk:1c19 1663208386.608306 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:83                                                                                                                                                                                                                                                                                                                                                                                                          
1663208386.608316 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f1:50731 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,1.552ms,1) uid:20001 ino:871592 sk:1c1a 1663208386.608326 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:1                                                                                                                                                                                                                                                                                                                                                            
1663208386.608359 mptcp SYN-SENT 0      1      192.168.10.2%enp6s0f0:51387 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,1.552ms,1) uid:20001 ino:871592 sk:1c1b 1663208386.608369 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:1                                                                                                                                                                                                                                                                                                                                                            
1663208386.608379 mptcp ESTAB    0      179928 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,068ms,0) uid:20001 ino:871592 sk:1c1c 1663208386.608389 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:7c                                                                                                                                                                                                                                                                                                                                                                                                          
1663208386.608399 mptcp ESTAB    0      115668          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,068ms,0) uid:20001 ino:871593 sk:1c1d 1663208386.608409 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:51                                                                                                                                                                                                                                                                                                                                                                                                          
1663208386.758251 tcp   ESTAB    0      251328          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c16 1663208386.758328 	 ts sack olia wscale:7,7 rto:232 rtt:30.7/0.152 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:176 ssthresh:174 bytes_sent:11912149 bytes_retrans:486948 bytes_acked:11176730 segs_out:8351 segs_in:2363 data_segs_out:8348 send 65492638bps lastrcv:1632 pacing_rate 78590200bps delivery_rate 64084040bps delivered:7834 busy:1568ms sndbuf_limited:1000ms(63.8%) unacked:174 retrans:0/341 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.099                    
1663208386.758348 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f1:55315 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,1.440ms,1) uid:20001 ino:871593 sk:1c17 1663208386.758359 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:12978768 lastrcv:12978768 lastack:12978768 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                         
1663208386.758439 tcp   SYN-SENT 0      1      192.168.10.2%enp6s0f0:49651 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,1.440ms,1) uid:20001 ino:871593 sk:1c18 1663208386.758449 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:12978768 lastrcv:12978768 lastack:12978768 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                         
1663208386.758463 tcp   ESTAB    0      192780 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,064ms,0) uid:20001 ino:871593 sk:1c19 1663208386.758474 	 ts sack olia wscale:7,7 rto:232 rtt:30.956/0.066 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:135 ssthresh:133 bytes_sent:9039448 bytes_retrans:396984 bytes_acked:8452541 segs_out:6339 segs_in:2142 data_segs_out:6337 send 49820390bps lastsnd:8 lastrcv:1536 lastack:8 pacing_rate 59784224bps delivery_rate 48864472bps delivered:5927 busy:1508ms sndbuf_limited:1032ms(68.4%) unacked:133 retrans:0/278 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.115
1663208386.758484 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f1:50731 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,1.408ms,1) uid:20001 ino:871592 sk:1c1a 1663208386.758495 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:12978768 lastrcv:12978768 lastack:12978768 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                         
1663208386.758526 tcp   SYN-SENT 0      1      192.168.10.2%enp6s0f0:51387 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,1.408ms,1) uid:20001 ino:871592 sk:1c1b 1663208386.758536 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:12978768 lastrcv:12978768 lastack:12978768 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                         
