1663208385.116169 tcp   SYN-SENT 0      1               192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,984ms,0) uid:20001 ino:871592 sk:1c11 1663208385.116239 	 olia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:12977124 lastrcv:12977124 lastack:12977124 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                          
1663208386.158202 tcp   ESTAB    0      249900          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c16 1663208386.158275 	 ts sack olia wscale:7,7 rto:232 rtt:30.609/0.123 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:175 ssthresh:174 bytes_sent:7125493 bytes_retrans:486948 bytes_acked:6394358 segs_out:4999 segs_in:1173 data_segs_out:4996 send 65314123bps lastrcv:1032 pacing_rate 78375664bps delivery_rate 63682640bps delivered:4485 busy:968ms sndbuf_limited:548ms(56.6%) unacked:171 retrans:0/341 rcv_space:14280 rcv_ssthresh:64108 notsent:5712 minrtt:30.1                     
1663208386.158294 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f1:55315 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,032ms,0) uid:20001 ino:871593 sk:1c17 1663208386.158306 	 olia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:12978168 lastrcv:12978168 lastack:12978168 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                                   
1663208386.158378 tcp   SYN-SENT 0      1      192.168.10.2%enp6s0f0:49651 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,032ms,0) uid:20001 ino:871593 sk:1c18 1663208386.158388 	 olia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:12978168 lastrcv:12978168 lastack:12978168 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                                   
1663208386.158398 tcp   ESTAB    0      189924 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,068ms,0) uid:20001 ino:871593 sk:1c19 1663208386.158408 	 ts sack olia wscale:7,7 rto:232 rtt:30.663/0.089 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:133 ssthresh:133 bytes_sent:5449456 bytes_retrans:396984 bytes_acked:4865405 segs_out:3825 segs_in:1129 data_segs_out:3823 send 49551316bps lastsnd:4 lastrcv:940 lastack:4 pacing_rate 59461088bps delivery_rate 48514304bps delivered:3415 busy:912ms sndbuf_limited:436ms(47.8%) unacked:131 retrans:0/278 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.115
1663208386.158418 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f1:50731 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,71582min,0) uid:20001 ino:871592 sk:1c1a 1663208386.158428 	 olia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:12978172 lastrcv:12978172 lastack:12978172 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                                
1663208386.158460 tcp   SYN-SENT 0      1      192.168.10.2%enp6s0f0:51387 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,71582min,0) uid:20001 ino:871592 sk:1c1b 1663208386.158479 	 olia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:12978172 lastrcv:12978172 lastack:12978172 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                                
1663208386.158490 tcp   ESTAB    0      178500 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c1c 1663208386.158503 	 ts sack olia wscale:7,7 rto:232 rtt:30.745/0.116 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:125 ssthresh:125 bytes_sent:5129640 bytes_retrans:361284 bytes_acked:4592713 segs_out:3598 segs_in:1070 data_segs_out:3596 send 46446577bps lastrcv:976 pacing_rate 55735208bps delivery_rate 45676688bps delivered:3221 busy:940ms sndbuf_limited:420ms(44.7%) unacked:123 retrans:0/253 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.23                     
1663208386.158514 tcp   ESTAB    0      114240          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,060ms,0) uid:20001 ino:871593 sk:1c1d 1663208386.158523 	 ts sack olia wscale:7,7 rto:232 rtt:30.541/0.106 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:80 ssthresh:80 bytes_sent:3391329 bytes_retrans:239904 bytes_acked:3037186 segs_out:2388 segs_in:752 data_segs_out:2385 send 29924364bps lastsnd:12 lastrcv:1004 lastack:12 pacing_rate 35909088bps delivery_rate 29744184bps delivered:2138 busy:972ms sndbuf_limited:804ms(82.7%) unacked:80 retrans:0/168 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.097              
1663208386.158534 mptcp ESTAB    0      249900          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,068ms,0) uid:20001 ino:871592 sk:1c16 1663208386.158544 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:ab                                                                                                                                                                                                                                                                                                                                                                                                        
1663208386.158558 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f1:55315 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,024ms,0) uid:20001 ino:871593 sk:1c17 1663208386.158572 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                                                                                                  
1663208386.158651 mptcp SYN-SENT 0      1      192.168.10.2%enp6s0f0:49651 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,024ms,0) uid:20001 ino:871593 sk:1c18 1663208386.158661 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                                                                                                  
1663208386.158671 mptcp ESTAB    0      189924 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,068ms,0) uid:20001 ino:871593 sk:1c19 1663208386.158681 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:83                                                                                                                                                                                                                                                                                                                                                                                                        
1663208386.158691 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f1:50731 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,2sec,1) uid:20001 ino:871592 sk:1c1a 1663208386.158702 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:1                                                                                                                                                                                                                                                                                                                                                             
1663208386.158737 mptcp SYN-SENT 0      1      192.168.10.2%enp6s0f0:51387 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,2sec,1) uid:20001 ino:871592 sk:1c1b 1663208386.158749 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:1                                                                                                                                                                                                                                                                                                                                                             
1663208386.158760 mptcp ESTAB    0      178500 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c1c 1663208386.158771 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:7b                                                                                                                                                                                                                                                                                                                                                                                                        
1663208386.158784 mptcp ESTAB    0      112812          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,072ms,0) uid:20001 ino:871593 sk:1c1d 1663208386.158795 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:4e                                                                                                                                                                                                                                                                                                                                                                                                        
1663208386.309110 tcp   ESTAB    0      249900          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c16 1663208386.309201 	 ts sack olia wscale:7,7 rto:232 rtt:30.537/0.1 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:175 ssthresh:174 bytes_sent:8313589 bytes_retrans:486948 bytes_acked:7581026 segs_out:5831 segs_in:1454 data_segs_out:5828 send 65468121bps lastrcv:1184 pacing_rate 78560136bps delivery_rate 64061912bps delivered:5316 busy:1120ms sndbuf_limited:688ms(61.4%) unacked:172 retrans:0/341 rcv_space:14280 rcv_ssthresh:64108 notsent:4284 minrtt:30.099        
1663208386.309224 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f1:55315 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,1.888ms,1) uid:20001 ino:871593 sk:1c17 1663208386.309238 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:12978320 lastrcv:12978320 lastack:12978320 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                          
1663208386.309322 tcp   SYN-SENT 0      1      192.168.10.2%enp6s0f0:49651 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,1.888ms,1) uid:20001 ino:871593 sk:1c18 1663208386.309332 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:12978320 lastrcv:12978320 lastack:12978320 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                          
1663208386.309342 tcp   ESTAB    0      191352 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,072ms,0) uid:20001 ino:871593 sk:1c19 1663208386.309352 	 ts sack olia wscale:7,7 rto:232 rtt:31.057/0.086 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:134 ssthresh:133 bytes_sent:6323392 bytes_retrans:396984 bytes_acked:5739341 segs_out:4437 segs_in:1374 data_segs_out:4435 send 49290530bps lastrcv:1088 pacing_rate 59147208bps delivery_rate 47951952bps delivered:4027 busy:1060ms sndbuf_limited:584ms(55.1%) unacked:131 retrans:0/278 rcv_space:14280 rcv_ssthresh:64108 notsent:4284 minrtt:30.115      
1663208386.309362 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f1:50731 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,1.856ms,1) uid:20001 ino:871592 sk:1c1a 1663208386.309372 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:12978320 lastrcv:12978320 lastack:12978320 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                          
1663208386.309413 tcp   SYN-SENT 0      1      192.168.10.2%enp6s0f0:51387 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,1.856ms,1) uid:20001 ino:871592 sk:1c1b 1663208386.309424 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:12978320 lastrcv:12978320 lastack:12978320 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                          
1663208386.309435 tcp   ESTAB    0      178500 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,064ms,0) uid:20001 ino:871592 sk:1c1c 1663208386.309448 	 ts sack olia wscale:7,7 rto:232 rtt:30.756/0.064 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:125 ssthresh:125 bytes_sent:6016428 bytes_retrans:361284 bytes_acked:5476645 segs_out:4219 segs_in:1333 data_segs_out:4217 send 46429965bps lastsnd:8 lastrcv:1124 lastack:8 pacing_rate 55715048bps delivery_rate 45747232bps delivered:3840 busy:1088ms sndbuf_limited:552ms(50.7%) unacked:125 retrans:0/253 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.23
1663208386.309459 tcp   ESTAB    0      114240          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,064ms,0) uid:20001 ino:871593 sk:1c1d 1663208386.309469 	 ts sack olia wscale:7,7 rto:232 rtt:30.333/0.096 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:80 ssthresh:80 bytes_sent:3962529 bytes_retrans:239904 bytes_acked:3608386 segs_out:2788 segs_in:917 data_segs_out:2785 send 30129562bps lastsnd:8 lastrcv:1152 lastack:8 pacing_rate 36155024bps delivery_rate 30077008bps delivered:2538 busy:1120ms sndbuf_limited:952ms(85.0%) unacked:80 retrans:0/168 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.097   
1663208386.309480 mptcp ESTAB    0      249900          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,068ms,0) uid:20001 ino:871592 sk:1c16 1663208386.309491 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:ad                                                                                                                                                                                                                                                                                                                                                                                            
1663208386.309501 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f1:55315 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,1.880ms,1) uid:20001 ino:871593 sk:1c17 1663208386.309517 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:1                                                                                                                                                                                                                                                                                                                                              
1663208386.309603 mptcp SYN-SENT 0      1      192.168.10.2%enp6s0f0:49651 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,1.880ms,1) uid:20001 ino:871593 sk:1c18 1663208386.309614 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:1                                                                                                                                                                                                                                                                                                                                              
1663208386.309624 mptcp ESTAB    0      191352 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,068ms,0) uid:20001 ino:871593 sk:1c19 1663208386.309634 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:83                                                                                                                                                                                                                                                                                                                                                                                            
1663208386.309644 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f1:50731 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,1.848ms,1) uid:20001 ino:871592 sk:1c1a 1663208386.309655 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:1                                                                                                                                                                                                                                                                                                                                              
1663208386.309687 mptcp SYN-SENT 0      1      192.168.10.2%enp6s0f0:51387 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,1.848ms,1) uid:20001 ino:871592 sk:1c1b 1663208386.309697 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:1                                                                                                                                                                                                                                                                                                                                              
1663208386.309712 mptcp ESTAB    0      178500 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c1c 1663208386.309723 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:7b                                                                                                                                                                                                                                                                                                                                                                                            
1663208386.309734 mptcp ESTAB    0      114240          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,072ms,0) uid:20001 ino:871593 sk:1c1d 1663208386.309747 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:4e                                                                                                                                                                                                                                                                                                                                                                                            
1663208386.458410 tcp   ESTAB    0      251328          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c16 1663208386.458481 	 ts sack olia wscale:7,7 rto:232 rtt:30.75/0.194 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:176 ssthresh:174 bytes_sent:9514537 bytes_retrans:486948 bytes_acked:8781974 segs_out:6672 segs_in:1743 data_segs_out:6669 send 65386146bps lastrcv:1332 pacing_rate 78461776bps delivery_rate 64596904bps delivered:6157 busy:1268ms sndbuf_limited:828ms(65.3%) unacked:172 retrans:0/341 rcv_space:14280 rcv_ssthresh:64108 notsent:5712 minrtt:30.099       
1663208386.458501 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f1:55315 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,1.740ms,1) uid:20001 ino:871593 sk:1c17 1663208386.458513 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:12978468 lastrcv:12978468 lastack:12978468 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                          
1663208386.458597 tcp   SYN-SENT 0      1      192.168.10.2%enp6s0f0:49651 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,1.740ms,1) uid:20001 ino:871593 sk:1c18 1663208386.458609 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:12978468 lastrcv:12978468 lastack:12978468 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                          
1663208386.458620 tcp   ESTAB    0      191352 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,072ms,0) uid:20001 ino:871593 sk:1c19 1663208386.458631 	 ts sack olia wscale:7,7 rto:232 rtt:31.179/0.08 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:134 ssthresh:133 bytes_sent:7200184 bytes_retrans:396984 bytes_acked:6616133 segs_out:5051 segs_in:1622 data_segs_out:5049 send 49097662bps lastrcv:1236 pacing_rate 58916720bps delivery_rate 48193288bps delivered:4641 busy:1208ms sndbuf_limited:732ms(60.6%) unacked:131 retrans:0/278 rcv_space:14280 rcv_ssthresh:64108 notsent:4284 minrtt:30.115       
1663208386.458642 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f1:50731 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,1.704ms,1) uid:20001 ino:871592 sk:1c1a 1663208386.458652 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:12978472 lastrcv:12978472 lastack:12978472 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                          
1663208386.458684 tcp   SYN-SENT 0      1      192.168.10.2%enp6s0f0:51387 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,1.704ms,1) uid:20001 ino:871592 sk:1c1b 1663208386.458694 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:12978472 lastrcv:12978472 lastack:12978472 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                          
1663208386.458706 tcp   ESTAB    0      179928 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,068ms,0) uid:20001 ino:871592 sk:1c1c 1663208386.458717 	 ts sack olia wscale:7,7 rto:232 rtt:30.959/0.105 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:126 ssthresh:125 bytes_sent:6914640 bytes_retrans:361284 bytes_acked:6373429 segs_out:4848 segs_in:1603 data_segs_out:4846 send 46494525bps lastsnd:4 lastrcv:1276 lastack:4 pacing_rate 55792072bps delivery_rate 46113208bps delivered:4468 busy:1240ms sndbuf_limited:700ms(56.5%) unacked:126 retrans:0/253 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.23
1663208386.458733 tcp   ESTAB    0      115668          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,068ms,0) uid:20001 ino:871593 sk:1c1d 1663208386.458747 	 ts sack olia wscale:7,7 rto:232 rtt:30.728/0.133 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:81 ssthresh:80 bytes_sent:4539441 bytes_retrans:239904 bytes_acked:4183870 segs_out:3192 segs_in:1082 data_segs_out:3189 send 30114033bps lastsnd:4 lastrcv:1304 lastack:4 pacing_rate 36136104bps delivery_rate 29849800bps delivered:2941 busy:1272ms sndbuf_limited:1104ms(86.8%) unacked:81 retrans:0/168 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.097 
1663208386.458759 mptcp ESTAB    0      251328          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c16 1663208386.458769 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:ac                                                                                                                                                                                                                                                                                                                                                                                            
1663208386.458784 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f1:55315 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,1.732ms,1) uid:20001 ino:871593 sk:1c17 1663208386.458798 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:1                                                                                                                                                                                                                                                                                                                                              
1663208386.458896 mptcp SYN-SENT 0      1      192.168.10.2%enp6s0f0:49651 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,1.732ms,1) uid:20001 ino:871593 sk:1c18 1663208386.458911 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:1                                                                                                                                                                                                                                                                                                                                              
1663208386.458924 mptcp ESTAB    0      191352 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,072ms,0) uid:20001 ino:871593 sk:1c19 1663208386.458938 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:83                                                                                                                                                                                                                                                                                                                                                                                            
1663208386.458949 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f1:50731 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,1.700ms,1) uid:20001 ino:871592 sk:1c1a 1663208386.458960 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:1                                                                                                                                                                                                                                                                                                                                              
1663208386.458995 mptcp SYN-SENT 0      1      192.168.10.2%enp6s0f0:51387 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,1.700ms,1) uid:20001 ino:871592 sk:1c1b 1663208386.459006 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:1                                                                                                                                                                                                                                                                                                                                              
1663208386.459017 mptcp ESTAB    0      179928 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,064ms,0) uid:20001 ino:871592 sk:1c1c 1663208386.459031 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:7e                                                                                                                                                                                                                                                                                                                                                                                            
1663208386.459042 mptcp ESTAB    0      115668          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,064ms,0) uid:20001 ino:871593 sk:1c1d 1663208386.459053 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:51                                                                                                                                                                                                                                                                                                                                                                                            
1663208386.607850 tcp   ESTAB    0      251328          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c16 1663208386.607910 	 ts sack olia wscale:7,7 rto:232 rtt:30.867/0.052 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:176 ssthresh:174 bytes_sent:10701205 bytes_retrans:486948 bytes_acked:9965786 segs_out:7503 segs_in:2047 data_segs_out:7500 send 65138303bps lastrcv:1480 pacing_rate 78165008bps delivery_rate 63635208bps delivered:6986 busy:1416ms sndbuf_limited:916ms(64.7%) unacked:174 retrans:0/341 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.099                   
1663208386.607928 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f1:55315 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,1.592ms,1) uid:20001 ino:871593 sk:1c17 1663208386.607940 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:12978616 lastrcv:12978616 lastack:12978616 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                        
1663208386.608009 tcp   SYN-SENT 0      1      192.168.10.2%enp6s0f0:49651 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,1.588ms,1) uid:20001 ino:871593 sk:1c18 1663208386.608019 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:12978620 lastrcv:12978620 lastack:12978620 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                        
1663208386.608029 tcp   ESTAB    0      192780 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,068ms,0) uid:20001 ino:871593 sk:1c19 1663208386.608039 	 ts sack olia wscale:7,7 rto:232 rtt:30.952/0.122 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:135 ssthresh:133 bytes_sent:8102680 bytes_retrans:396984 bytes_acked:7517201 segs_out:5683 segs_in:1876 data_segs_out:5681 send 49826829bps lastsnd:4 lastrcv:1388 lastack:4 pacing_rate 59791224bps delivery_rate 48762536bps delivered:5272 busy:1360ms sndbuf_limited:884ms(65.0%) unacked:132 retrans:0/278 rcv_space:14280 rcv_ssthresh:64108 notsent:4284 minrtt:30.115
1663208386.608049 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f1:50731 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,1.556ms,1) uid:20001 ino:871592 sk:1c1a 1663208386.608067 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:12978620 lastrcv:12978620 lastack:12978620 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                        
1663208386.608098 tcp   SYN-SENT 0      1      192.168.10.2%enp6s0f0:51387 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,1.556ms,1) uid:20001 ino:871592 sk:1c1b 1663208386.608108 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:12978620 lastrcv:12978620 lastack:12978620 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                        
