1663210044.214411 tcp   SYN-SENT 0      1               192.168.10.2:34436 192.168.3.1:5101 users:(("iperf3",pid=21788,fd=4)) timer:(on,988ms,0) uid:20001 ino:1035802 sk:2094 1663210044.214422 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14636224 lastrcv:14636224 lastack:14636224 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                          
1663210044.665218 mptcp SYN-SENT 0      1       192.168.20.2%enp6s0f1:51143 192.168.3.1:5101 users:(("iperf3",pid=21788,fd=4)) timer:(on,592ms,0) uid:20001 ino:1035802 sk:2099 1663210044.665229 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                                   
1663210044.665243 mptcp ESTAB    0      1350888 192.168.20.2%enp6s0f1:60067 192.168.4.1:5101 users:(("iperf3",pid=21788,fd=4)) timer:(on,200ms,0) uid:20001 ino:1035802 sk:209a 1663210044.665257 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:3b2                                                                                                                                                                                                                                                                                                                                        
1663210044.665299 mptcp SYN-SENT 0      1       192.168.20.2%enp6s0f1:36947 192.168.3.1:5101 users:(("iperf3",pid=21788,fd=6)) timer:(on,624ms,0) uid:20001 ino:1035803 sk:209b 1663210044.665313 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                                   
1663210044.665327 mptcp ESTAB    0      988176  192.168.20.2%enp6s0f1:37825 192.168.4.1:5101 users:(("iperf3",pid=21788,fd=6)) timer:(on,184ms,0) uid:20001 ino:1035803 sk:209c 1663210044.665341 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:2aa                                                                                                                                                                                                                                                                                                                                        
1663210044.665355 mptcp ESTAB    0      1586508          192.168.10.2:34436 192.168.3.1:5101 users:(("iperf3",pid=21788,fd=4)) timer:(on,300ms,0) uid:20001 ino:1035802 sk:209d 1663210044.665365 	 subflows:1 add_addr_signal:3 add_addr_accepted_max:7 write_seq:21800000594 snd_una:700000449 rcv_nxt:40000000f                                                                                                                                                                                                                                                                                              
1663210044.665428 mptcp ESTAB    0      788256           192.168.10.2:34438 192.168.3.1:5101 users:(("iperf3",pid=21788,fd=6)) timer:(on,164ms,0) uid:20001 ino:1035803 sk:209e 1663210044.665441 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:228                                                                                                                                                                                                                                                                                                                                        
1663210044.814032 tcp   SYN-SENT 0      1       192.168.10.2%enp6s0f0:58015 192.168.4.1:5101 users:(("iperf3",pid=21788,fd=6)) timer:(on,480ms,0) uid:20001 ino:1035803 sk:2097 1663210044.814044 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14636824 lastrcv:14636824 lastack:14636824 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                                         
1663210044.814054 tcp   SYN-SENT 0      1       192.168.10.2%enp6s0f0:57247 192.168.4.1:5101 users:(("iperf3",pid=21788,fd=4)) timer:(on,448ms,0) uid:20001 ino:1035802 sk:2098 1663210044.814065 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14636824 lastrcv:14636824 lastack:14636824 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                                         
1663210044.814075 tcp   SYN-SENT 0      1       192.168.20.2%enp6s0f1:51143 192.168.3.1:5101 users:(("iperf3",pid=21788,fd=4)) timer:(on,448ms,0) uid:20001 ino:1035802 sk:2099 1663210044.814085 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14636824 lastrcv:14636824 lastack:14636824 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                                         
1663210044.814096 tcp   ESTAB    0      1029588 192.168.20.2%enp6s0f1:60067 192.168.4.1:5101 users:(("iperf3",pid=21788,fd=4)) timer:(on,268ms,0) uid:20001 ino:1035802 sk:209a 1663210044.814106 	 ts sack lia wscale:7,7 rto:268 rtt:66.766/5.946 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:463 ssthresh:484 bytes_sent:3667012 bytes_retrans:721140 bytes_acked:1916377 segs_out:2573 segs_in:292 data_segs_out:2571 send 79221640bps lastrcv:520 pacing_rate 147012360bps delivery_rate 29570808bps delivered:1604 busy:484ms unacked:723 retrans:312/505 lost:312 sacked:260 rcv_space:14280 rcv_ssthresh:64108 notsent:92 minrtt:30.264                                  
