1663210548.195127 tcp   SYN-SENT 0      1               192.168.10.2:34676 192.168.3.1:5101 users:(("iperf3",pid=32489,fd=4)) timer:(on,984ms,0) uid:20001 ino:1131942 sk:21e5 1663210548.195139 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:15140208 lastrcv:15140208 lastack:15140208 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                            
1663210548.642807 mptcp ESTAB    0      716856 192.168.20.2%enp6s0f1:49689 192.168.4.1:5101 users:(("iperf3",pid=32489,fd=6)) timer:(on,256ms,0) uid:20001 ino:1131943 sk:21ed 1663210548.642818 	 subflows:1 add_addr_signal:3 add_addr_accepted_max:7 write_seq:21800000594 snd_una:ce000001de rcv_nxt:d0000000d0                                                                                                                                                                                                                                                                                                                                          
1663210548.642857 mptcp ESTAB    0      438396          192.168.10.2:34678 192.168.3.1:5101 users:(("iperf3",pid=32489,fd=6)) timer:(on,252ms,0) uid:20001 ino:1131943 sk:21ee 1663210548.642871 	 subflows:1 add_addr_signal:3 add_addr_accepted_max:7 write_seq:21800000594 snd_una:7e00000133 rcv_nxt:6d0000006d                                                                                                                                                                                                                                                                                                                                          
1663210548.642885 mptcp SYN-SENT 0      1      192.168.10.2%enp6s0f0:52887 192.168.4.1:5101 users:(("iperf3",pid=32489,fd=4)) timer:(on,592ms,0) uid:20001 ino:1131942 sk:21ef 1663210548.642899 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                                                                                 
1663210548.642913 mptcp ESTAB    0      743988 192.168.20.2%enp6s0f1:45469 192.168.4.1:5101 users:(("iperf3",pid=32489,fd=4)) timer:(on,252ms,0) uid:20001 ino:1131942 sk:21f0 1663210548.642927 	 subflows:1 add_addr_signal:3 add_addr_accepted_max:7 write_seq:21800000594 snd_una:13000000209 rcv_nxt:b7000000d9                                                                                                                                                                                                                                                                                                                                         
1663210548.793337 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f1:58617 192.168.3.1:5101 users:(("iperf3",pid=32489,fd=4)) timer:(on,448ms,0) uid:20001 ino:1131942 sk:21e9 1663210548.793352 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:15140804 lastrcv:15140804 lastack:15140804 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                    
1663210548.793363 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f1:44025 192.168.3.1:5101 users:(("iperf3",pid=32489,fd=6)) timer:(on,480ms,0) uid:20001 ino:1131943 sk:21ea 1663210548.793373 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:15140804 lastrcv:15140804 lastack:15140804 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                    
1663210548.793383 tcp   ESTAB    0      248472          192.168.10.2:34676 192.168.3.1:5101 users:(("iperf3",pid=32489,fd=4)) timer:(on,076ms,0) uid:20001 ino:1131942 sk:21eb 1663210548.793393 	 ts sack lia wscale:7,7 rto:236 rtt:33.064/1.307 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:174 ssthresh:174 bytes_sent:3529789 bytes_retrans:522648 bytes_acked:2764382 segs_out:2484 segs_in:371 data_segs_out:2481 send 60119042bps lastrcv:584 pacing_rate 72140936bps delivery_rate 30641960bps delivered:1946 busy:520ms unacked:170 retrans:0/366 rcv_space:14280 rcv_ssthresh:64108 notsent:5712 minrtt:30.204                                  
1663210548.793403 tcp   SYN-SENT 0      1      192.168.10.2%enp6s0f0:48085 192.168.4.1:5101 users:(("iperf3",pid=32489,fd=6)) timer:(on,480ms,0) uid:20001 ino:1131943 sk:21ec 1663210548.793414 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:15140804 lastrcv:15140804 lastack:15140804 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                    
1663210548.793454 tcp   ESTAB    0      388416 192.168.20.2%enp6s0f1:49689 192.168.4.1:5101 users:(("iperf3",pid=32489,fd=6)) timer:(on,112ms,0) uid:20001 ino:1131943 sk:21ed 1663210548.793465 	 ts sack lia wscale:7,7 rto:264 rtt:61.779/0.17 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:272 ssthresh:272 bytes_sent:2900268 bytes_retrans:378420 bytes_acked:2133433 segs_out:2039 segs_in:413 data_segs_out:2037 send 50297480bps lastsnd:20 lastrcv:488 lastack:20 pacing_rate 60356360bps delivery_rate 49720000bps delivered:1501 busy:460ms sndbuf_limited:24ms(5.2%) unacked:272 retrans:0/265 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.121
1663210548.793502 tcp   ESTAB    0      128520          192.168.10.2:34678 192.168.3.1:5101 users:(("iperf3",pid=32489,fd=6)) timer:(on,096ms,0) uid:20001 ino:1131943 sk:21ee 1663210548.793513 	 ts sack lia wscale:7,7 rto:244 rtt:42.248/4.321 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:90 ssthresh:90 bytes_sent:1822165 bytes_retrans:262752 bytes_acked:1430894 segs_out:1288 segs_in:287 data_segs_out:1285 send 24336300bps lastrcv:552 pacing_rate 29202952bps delivery_rate 17776608bps delivered:1012 busy:520ms sndbuf_limited:324ms(62.3%) unacked:90 retrans:0/184 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.198                      
